Ziegfeld Girl,Robert Z. Leonard,NA,Musical drama,MGM,1941
NA,NA,NA,NA,NA,1941
A-Haunting We Will Go,Alfred L. Werker,NA,Comedy,Laurel and Hardy,1942
Across the Pacific,John Huston,NA,Thriller,NA,1942
The Adventures of Martin Eden,Sidney Salkow,NA,Drama,Columbia,1942
The Adventures of Smilin' Jack,"Lewis Collins, Ray Taylor",NA,Serial,Universal,1942
The Affairs of Jimmy Valentine,Bernard Vorhaus,NA,Mystery,Republic,1942
The Affairs of Martha,Jules Dassin,NA,Romance,MGM,1942
Alias Boston Blackie,Lew Landers,NA,Crime drama,Columbia,1942
Almost Married,Charles Lamont,Jane Frazee,Comedy,Universal,1942
Always in My Heart,Jo Graham,NA,Drama,NA,1942
American Empire,William C. McGann,NA,Western,Paramount,1942
Andy Hardy's Double Life,George B. Seitz,NA,Comedy,MGM,1942
Any Bonds Today?,Bob Clampett,NA,NA,Warner Bros.,1942
Apache Trail,Richard Thorpe,NA,Western,MGM,1942
Arabian Nights,John Rawlins,NA,Adventure,Universal,1942
Are Husbands Necessary?,Norman Taurog,NA,Comedy,Paramount,1942
The Arm Behind the Army,NA,NA,NA,10 minutes,1942
Army Surgeon,A. Edward Sutherland,NA,Drama,RKO,1942
Atlantic Convoy,Lew Landers,NA,War,Columbia,1942
Bambi,David Hand,NA,Animated,NA,1942
The Bashful Bachelor,Malcolm St. Clair,NA,Comedy,RKO,1942
The Battle of Midway,John Ford,NA,Propaganda,Academy Award,1942
Bells of Capistrano,William Morgan,NA,Western,Republic,1942
Between Us Girls,Henry Koster,NA,Comedy,NA,1942
Beyond the Blue Horizon,Alfred Santell,NA,Adventure,Paramount,1942
The Big Shot,Lewis Seiler,NA,Crime,Warner Bros.,1942
The Big Street,Irving Reis,NA,Drama,RKO,1942
Black Dragons,William Nigh,Bela Lugosi,Sci-fi,Monogram,1942
The Black Swan,Henry King,NA,Adventure,20th Century Fox,1942
Blondie Goes to College,Frank Strayer,NA,Comedy,NA,1942
Bombs Over Burma,Joseph H. Lewis,NA,War,PRC,1942
The Boogie Man Will Get You,Lew Landers,NA,Horror comedy,Columbia,1942
Born to Sing,Edward Ludwig,NA,Musical,NA,1942
The Boss of Big Town,Arthur Dreifuss,NA,Crime,PRC,1942
Boston Blackie Goes Hollywood,Michael Gordon,NA,Mystery,Columbia,1942
Bowery at Midnight,Wallace Fox,NA,Horror,Monogram,1942
The Bowling Alley Cat,NA,NA,NA,Warner Bros.,1942
Broadway,William A. Seiter,NA,Crime musical,Universal,1942
Brooklyn Orchid,Kurt Neumann,NA,Comedy,United Artists,1942
The Bugle Sounds,S. Sylvan Simon,NA,War,NA,1942
Bugs Bunny Gets the Boid,Robert Clampett,NA,NA,Warner Bros.,1942
Bullet Scars,D. Ross Lederman,NA,Crime drama,NA,1942
Busses Roar,D. Ross Lederman,NA,Crime drama,NA,1942
Cairo,W. S. Van Dyke,NA,Musical,MGM,1942
Calling Dr. Gillespie,Harold S. Bucquet,NA,Drama,MGM,1942
Call Out the Marines,Frank Ryan,NA,Drama,NA,1942
Campus on the March,NA,NA,Propaganda,NA,1942
Captains of the Clouds,Michael Curtiz,NA,War,Warner Bros.,1942
"Careful, Soft Shoulder",Oliver Garrett,NA,Comedy,20th Century Fox,1942
Casablanca,Michael Curtiz,NA,"Drama, Romance",NA,1942
Castle in the Desert,Harry Lachman,NA,Charlie Chan,20th Century Fox,1942
Cat People,Jacques Tourneur,NA,Horror,RKO,1942
China Girl,Henry Hathaway,NA,Drama,20th Century Fox,1942
Commandos Strike at Dawn,John Farrow,NA,War,Columbia,1942
The Corpse Vanishes,Wallace Fox,NA,Horror,Monogram,1942
Counter-Espionage,Edward Dmytryk,NA,Mystery,Columbia,1942
The Courtship of Andy Hardy,George B. Seitz,NA,Comedy,MGM,1942
Cowboy Serenade,William Morgan,NA,Western,Republic,1942
Crossroads,Jack Conway,NA,Mystery,MGM,1942
Danger in the Pacific,Lewis Collins,NA,Spy,Universal,1942
A Date with the Falcon,Irving Reis,NA,Mystery,RKO,1942
Dawn on the Great Divide,Howard Bretherton,NA,Western,Monogram,1942
December 7th: The Movie,NA,NA,Propaganda film,Academy Award for Documentary Short Subject,1942
Desperate Journey,Raoul Walsh,NA,War,Warner Bros.,1942
Dog Trouble,NA,NA,NA,MGM,1942
Don Winslow of the Navy,Ray Taylor,Don Terry,Serial,Universal,1942
Donald Gets Drafted,NA,Donald Duck,NA,NA,1942
Don't Get Personal,Charles Lamont,NA,Comedy,Universal,1942
The Dover Boys,Charles M. Jones,NA,NA,Warner Bros.,1942
The Draft Horse,NA,NA,NA,Warner Bros.,1942
Dr. Broadway,Anthony Mann,NA,Mystery,Paramount,1942
Dr. Gillespie's New Assistant,Willis Goldbeck,NA,Drama,MGM,1942
Dr. Kildare's Victory,W. S. Van Dyke,NA,Drama,MGM,1942
Dr. Renault's Secret,Harry Lachman,NA,Horror,NA,1942
Eagle Squadron,Arthur Lubin,NA,War,Universal,1942
Enemy Agents Meet Ellery Queen,James P. Hogan,NA,Mystery,Columbia,1942
Escape from Crime,D. Ross Lederman,NA,Crime,NA,1942
Escape from Hong Kong,William Nigh,NA,Mystery,Universal,1942
Eyes in the Night,Fred Zinnemann,NA,Mystery,MGM,1942
Eyes of the Underworld,Roy William Neill,NA,Drama,Universal,1942
The Falcon's Brother,Stanley Logan,NA,Mystery,RKO,1942
Fine Feathered Friend,NA,Tom and Jerry,NA,MGM,1942
Fingers at the Window,Charles Lederer,NA,Mystery,NA,1942
The Fleet's In,Victor Schertzinger,NA,Musical,Paramount,1942
Flight Lieutenant,Sidney Salkow,NA,Drama,Columbia,1942
Fly-by-Night,Robert Siodmak,NA,Thriller,NA,1942
Flying Tigers,David Miller,John Wayne,War,Republic,1942
Footlight Serenade,Gregory Ratoff,NA,Comedy,20th Century Fox,1942
Foreign Agent,William Beaudine,NA,Crime drama,Monogram,1942
The Forest Rangers,George Marshall,NA,Drama,Paramount,1942
For Me and My Gal,Busby Berkeley,NA,Musical,MGM,1942
Fraidy Cat,NA,Tom and Jerry,NA,MGM,1942
Freckles Comes Home,Jean Yarbrough,NA,Comedy,NA,1942
Fresh Hare,I. Freleng,NA,NA,Warner Bros.,1942
Friendly Enemies,Allan Dwan,NA,Drama,United Artists,1942
Gallant Lady,William Beaudine,NA,Drama,NA,1942
Gang Busters,NA,NA,Serial,Universal,1942
The Gay Sisters,Irving Rapper,NA,Drama,Warner Bros.,1942
A Gentleman After Dark,Edwin L. Marin,NA,Crime,United Artists,1942
A Gentleman at Heart,Ray McCarey,NA,Comedy,20th Century Fox,1942
Gentleman Jim,Raoul Walsh,Errol Flynn,Bio-pic,NA,1942
George Washington Slept Here,William Keighley,NA,Comedy,Warner Bros.,1942
Get Hep to Love,Charles Lamont,NA,Musical comedy,NA,1942
The Ghost of Frankenstein,Erle C. Kenton,NA,Horror,Universal,1942
The Girl from Alaska,Nick Grinde,Jean Parker,Western,Republic,1942
Girl Trouble,Harold D. Schuster,NA,Comedy,20th Century Fox,1942
"Give Out, Sisters",Edward F. Cline,NA,Musical,Universal,1942
The Glass Key,Stuart Heisler,NA,Film noir,NA,1942
Grand Central Murder,S. Sylvan Simon,NA,Mystery,NA,1942
The Great Gildersleeve,Gordon Douglas,NA,Comedy,RKO,1942
The Great Man's Lady,William A. Wellman,NA,Western,Paramount,1942
The Great Impersonation,John Rawlins,NA,Drama,Universal,1942
Heart of the Rio Grande,William Morgan,NA,Western,Republic,1942
Hemp for Victory,Raymond Evans,NA,Propaganda,NA,1942
"Henry Browne, Farmer",Canada Lee,NA,NA,NA,1942
Henry and Dizzy,Hugh Bennett,NA,Comedy,Paramount,1942
Her Cardboard Lover,George Cukor,NA,Comedy,MGM,1942
Here We Go Again,Allan Dwan,NA,Comedy,RKO,1942
The Hidden Hand,Benjamin Stoloff,NA,Drama,Warner Bros.,1942
Highways by Night,Peter Godfrey,NA,Drama,RKO,1942
"Hi, Neighbor",Charles Lamont,NA,Comedy,Republic,1942
"Hold the Lion, Please",Chuck Jones,NA,NA,Warner Bros.,1942
Holiday Inn,Mark Sandrich,NA,Musical,Paramount,1942
Home in Wyomin',William Morgan,NA,Western,Republic,1942
How to Play Baseball,Jack Kinney,NA,NA,RKO,1942
How to Swim,Jack Kinney,NA,NA,NA,1942
I Live on Danger,Sam White,NA,Suspense,Paramount,1942
I Married an Angel,W. S. Van Dyke,NA,Musical,MGM,1942
In Old California,William C. McGann,NA,Western,Republic,1942
In This Our Life,John Huston,NA,Drama,Warner Bros.,1942
Invisible Agent,Edwin L. Marin,NA,War,Universal,1942
It's All True,NA,NA,Unfinished film,shot in South America,1942
It's Everybody's War,NA,NA,NA,NA,1942
I Was Framed,D. Ross Lederman,NA,Mystery,NA,1942
Jackass Mail,Norman Z. McLeod,NA,Western,MGM,1942
Jam Session,NA,NA,Short,NA,1942
Japanese Relocation,NA,NA,NA,NA,1942
Joan of Ozark,Joseph Santley,NA,Comedy,Republic,1942
Joan of Paris,Robert Stevenson,NA,War,RKO,1942
"Joe Smith, American",Richard Thorpe,NA,Drama,MGM,1942
Johnny Doughboy,John H. Auer,NA,Comedy,Republic,1942
Johnny Eager,Mervyn LeRoy,NA,Film noir,MGM,1942
Journey for Margaret,W.S. Van Dyke,NA,Drama,MGM,1942
Juke Girl,Curtis Bernhardt,NA,Drama,Warner Bros.,1942
Jungle Book,Zoltan Korda,Sabu,Adventure,United Artists,1942
Junior G-Men of the Air,NA,NA,Serial,Universal,1942
Just Off Broadway,Herbert I. Leeds,NA,Mystery,20th Century Fox,1942
Kid Glove Killer,Fred Zinnemann,NA,Crime,MGM,1942
King of the Mounties,William Witney,NA,Action,Republic,1942
Kings Row,Sam Wood,NA,Drama,NA,1942
Lady for a Night,Leigh Jason,NA,Drama,Republic,1942
Lady Gangster,Robert Florey,NA,Crime,Warner Bros.,1942
The Lady Has Plans,Sidney Lanfield,NA,Comedy,Paramount,1942
Lady in a Jam,Gregory LaCava,NA,Comedy,NA,1942
The Lady Is Willing,Mitchell Leisen,NA,Comedy,Columbia,1942
"Larceny, Inc.",Lloyd Bacon,NA,Crime Comedy,Warner Bros.,1942
Law of the Jungle,Jean Yarbrough,Arline Judge,Drama,NA,1942
Let's Get Tough!,Wallace Fox,East Side Kids,Comedy,Monogram,1942
Life Begins at Eight-Thirty,Irving Pichel,NA,Drama,20th Century Fox,1942
The Living Ghost,William Beaudine,NA,Suspense,NA,1942
The Loves of Edgar Allan Poe,Harry Lachman,NA,Drama,20th Century Fox,1942
The Mad Doctor of Market Street,Joseph H. Lewis,NA,Horror,Universal,1942
The Mad Martindales,Alfred L. Werker,Jane Withers,Comedy,20th Century Fox,1942
The Mad Monster,Sam Newfield,NA,Horror,NA,1942
Madame Spy,Roy William Neill,NA,Spy,Universal,1942
The Magnificent Ambersons,Orson Welles,NA,NA,RKO,1942
The Magnificent Dope,Walter Lang,NA,Comedy,NA,1942
The Major and the Minor,Billy Wilder,NA,Comedy,Paramount,1942
The Male Animal,Elliott Nugent,NA,Romantic comedy,Warner Bros.,1942
The Man in the Trunk,Malcolm St. Clair,Raymond Walburn,Comedy,NA,1942
The Man Who Came to Dinner,William Keighley,NA,Comedy,NA,1942
The Man Who Returned to Life,Lew Landers,NA,Drama,Columbia,1942
Man with Two Lives,Phil Rosen,NA,Fantasy thriller,Monogram,1942
Manila Calling,Herbert I. Leeds,NA,Drama,20th Century Fox,1942
Manpower,NA,NA,NA,NA,1942
The Mayor of 44th Street,Alfred E. Green,NA,Comedy,NA,1942
The McGuerins from Brooklyn,Kurt Neumann,NA,Comedy,United Artists,1942
Meet the Stewarts,Alfred E. Green,NA,NA,[1],1942
Men of Texas,Ray Enright,NA,Western,NA,1942
Mexican Spitfire at Sea,Leslie Goodwins,NA,Comedy,RKO,1942
Mexican Spitfire Sees a Ghost,Leslie Goodwins,NA,Comedy,RKO,1942
Mexican Spitfire's Elephant,Leslie Goodwins,NA,Comedy,RKO,1942
Miss Annie Rooney,Edwin L. Marin,NA,Drama,United Artists,1942
Moonlight in Havana,Anthony Mann,NA,Drama,Universal,1942
Moonlight Masquerade,John H. Auer,NA,Comedy,Republic,1942
The Moon and Sixpence,Albert Lewin,NA,Drama,NA,1942
Moontide,Archie Mayo,NA,Drama,20th Century Fox,1942
Mrs. Miniver,William Wyler,NA,War drama,NA,1942
Mrs. Wiggs of the Cabbage Patch,Norman Taurog,NA,Comedy,Paramount,1942
The Mummy's Tomb,Harold Young,NA,Horror,Universal,1942
Murder in the Big House,B. Reeves Eason,NA,Crime,NA,1942
My Favorite Blonde,Sidney Lanfield,NA,Comedy,Paramount,1942
My Favorite Duck,NA,NA,NA,NA,1942
My Gal Sal,Irving Cummings,NA,NA,20th Century Fox,1942
My Heart Belongs to Daddy,Robert Siodmak,NA,Comedy,NA,1942
My Sister Eileen,Alexander Hall,NA,Musical,Columbia,1942
The Mystery of Marie Roget,Phil Rosen,NA,Suspense,Universal,1942
The Navy Comes Through,A. Edward Sutherland,NA,Drama,NA,1942
Nazi Agent,Jules Dassin,NA,Spy thriller,MGM,1942
'Neath Brooklyn Bridge,Wallace Fox,NA,Comedy,Monogram,1942
The News Parade of the Year 1942,Eugene W. Castle,NA,NA,NA,1942
The Night Before the Divorce,Robert Siodmak,NA,Comedy,NA,1942
Night in New Orleans,William Clemens,NA,Drama,NA,1942
Night Monster,Ford Beebe,Bela Lugosi,NA,Universal,1942
Night Plane from Chungking,Ralph Murphy,Robert Preston,War drama,Paramount,1942
A Night to Remember,Richard Wallace,NA,Drama,Columbia,1942
Nightmare,Tim Whelan,NA,Suspense,NA,1942
Northwest Rangers,Joseph M. Newman,NA,Drama,MGM,1942
"Now, Voyager",Irving Rapper,NA,Drama,NA,1942
Obliging Young Lady,Richard Wallace,NA,Comedy,RKO,1942
The Old Homestead,Frank McDonald,NA,Comedy,Republic,1942
Once Upon a Honeymoon,Leo McCarey,NA,Romantic comedy,RKO,1942
One Thrilling Night,William Beaudine,NA,Romantic comedy,Paramount,1942
On the Sunny Side,Harold D. Schuster,NA,Comedy,20th Century Fox,1942
Orchestra Wives,Archie Mayo,NA,Musical,20th Century Fox,1942
Outlaws of Pine Ridge,William Witney,NA,Western,Republic,1942
Overland Mail,Ford Beebe,NA,Serial,Universal,1942
Over My Dead Body,Malcolm St. Clair,NA,Comedy,20th Century Fox,1942
Pacific Rendezvous,George Sidney,NA,Drama,NA,1942
The Palm Beach Story,Preston Sturges,NA,Screwball comedy,Paramount,1942
Panama Hattie,Norman Z. McLeod,NA,Musical,MGM,1942
Parachute Nurse,Charles Barton,Marguerite Chapman,Drama,NA,1942
Pardon My Sarong,Erle C. Kenton,Abbott and Costello,Comedy,Universal,1942
Pardon My Stripes,John H. Auer,NA,Comedy,NA,1942
Paris Calling,Edwin L. Marin,NA,Drama,Universal,1942
The Pay Off,Arthur Dreifuss,NA,Crime drama,[2],1942
Perils of Nyoka,William Witney,Kay Aldridge,Action adventure,Republic,1942
Phantom Killer,William Beaudine,NA,Romantic mystery,Monogram,1942
The Pied Piper,Irving Pichel,NA,War,20th Century Fox,1942
Pierre of the Plains,George Seitz,NA,Adventure,MGM,1942
Pittsburgh,Lewis Seiler,NA,Drama,Universal,1942
The Postman Didn't Ring,Harold D. Schuster,NA,Comedy,20th Century Fox,1942
Powder Town,Rowland V. Lee,NA,Drama,RKO,1942
Prelude to War,Frank Capra,NA,Documentary,The first of Capra's Why We Fight film series,1942
The Pride of the Yankees,Sam Wood,NA,Biopic,NA,1942
Private Buckaroo,Edward Cline,NA,Musical,Universal,1942
Puss 'n' Toots,NA,NA,Short animation,MGM,1942
Random Harvest,Mervyn LeRoy,NA,Drama,NA,1942
Reap the Wild Wind,Cecil B. DeMille,NA,Adventure,Paramount,1942
The Remarkable Andrew,Stuart Heisler,NA,Fantasy,NA,1942
Remember Pearl Harbor,Joseph Santley,NA,War,Republic,1942
Reunion in France,Jules Dassin,NA,Drama,MGM,1942
Ride 'Em Cowboy,Arthur Lubin,Abbott and Costello,Comedy,Universal,1942
Right to the Heart,Eugene Forde,NA,Drama,NA,1942
Rings on Her Fingers,Rouben Mamoulian,NA,Comedy,20th Century Fox,1942
Rio Rita,S. Sylvan Simon,Abbott and Costello,Comedy,MGM,1942
Road to Happiness,Phil Rosen,NA,Drama,NA,1942
Road to Morocco,David Butler,NA,Musical comedy,NA,1942
Roxie Hart,William A. Wellman,Ginger Rogers,Comedy,NA,1942
Rubber Racketeers,Harold Young,NA,Crime,NA,1942
Saboteur,Alfred Hitchcock,NA,Film noir,Universal,1942
Safeguarding Military Information,John Huston,NA,Propaganda short,NA,1942
Scattergood Survives a Murder,Christy Cabanne,NA,Mystery,NA,1942
Sealed Lips,George Waggner,NA,Drama,Universal,1942
Secret Agent of Japan,Irving Pichel,NA,War,20th Century Fox,1942
Secret Enemies,Benjamin Stoloff,NA,Drama,NA,1942
Seven Days' Leave,Tim Whelan,NA,Comedy,RKO,1942
Seven Miles from Alcatraz,Edward Dmytryk,NA,Crime,RKO,1942
Seven Sweethearts,Frank Borzage,NA,Musical,MGM,1942
Sex Hygiene,NA,NA,Docudrama,NA,1942
Sherlock Holmes and the Voice of Terror,John Rawlins,NA,Mystery,20th Century Fox,1942
Ship Ahoy,Edward Buzzell,NA,Musical comedy,MGM,1942
Silver Queen,Lloyd Bacon,NA,Western,United Artists,1942
Sin Town,Ray Enright,NA,Western,Universal,1942
Sing Your Worries Away,A. Edward Sutherland,NA,Musical,RKO,1942
Somewhere I'll Find You,Wesley Ruggles,NA,Romance,MGM,1942
Son of Fury: The Story of Benjamin Blake,John Cromwell,NA,Adventure,20th Century Fox,1942
Song of the Islands,Walter Lang,NA,Musical,20th Century Fox,1942
Sons of the Pioneers,Joseph Kane,NA,Western,Republic,1942
So's Your Aunt Emma,Jean Yarbrough,NA,Comedy,NA,1942
South of Santa Fe,Joseph Kane,NA,Western,Republic,1942
The Spoilers,Ray Enright,NA,Western,Universal,1942
Springtime in the Rockies,Irving Cummings,NA,Musical,20th Century Fox,1942
Spy Ship,B. Reeves Eason,NA,Spy drama,NA,1942
Spy Smasher,William Witney,NA,Spy serial,Republic,1942
The Squawkin' Hawk,Chuck Jones,NA,Animated short,Warner Bros.,1942
Stand By for Action,Robert Z. Leonard,NA,War,MGM,1942
Star Spangled Rhythm,George Marshall,NA,Musical,Paramount,1942
The Strange Case of Doctor Rx,William Nigh,NA,Drama,Universal,1942
Street of Chance,Jack Hively,NA,Crime,Paramount,1942
Strictly in the Groove,Vernon Keys,NA,Musical,NA,1942
Submarine Raider,Lew Landers,NA,War,NA,1942
Sundown Jim,James Tinling,NA,Western,20th Century Fox,1942
Sweater Girl,William Clemens,NA,Musical,Paramount,1942
"Take a Letter, Darling",Mitchell Leisen,NA,Comedy,Paramount,1942
A Tale of Two Kitties,Bob Clampett,NA,Animation,NA,1942
Tales of Manhattan,Julien Duvivier,NA,"Drama, comedy; 6 separate stories",20th Century Fox,1942
The Talk of the Town,George Stevens,NA,Screwball comedy,Columbia,1942
Tarzan's New York Adventure,Richard Thorpe,NA,Adventure,MGM,1942
Ten Gentlemen from West Point,Henry Hathaway,NA,Drama,20th Century Fox,1942
Tennessee Johnson,William Dieterle,NA,Biography,MGM,1942
That Other Woman,Ray McCarey,NA,Comedy,RKO,1942
There's One Born Every Minute,Harold Young,NA,Comedy,NA,1942
They All Kissed the Bride,Alexander Hall,NA,Comedy,Columbia,1942
They Raid by Night,Spencer Bennet,NA,War,PRC,1942
This Above All,Anatole Litvak,NA,Romance,20th Century Fox,1942
This Gun for Hire,Frank Tuttle,NA,Crime drama,Paramount,1942
This Time for Keeps,Charles Reisner,NA,Comedy,MGM,1942
Thru Different Eyes,Thomas Loring,NA,Drama,20th Century Fox,1942
Thunder Birds,William A. Wellman,NA,War,20th Century Fox,1942
Timber,Christy Cabanne,NA,Drama,Universal,1942
Time to Kill,Herbert I. Leeds,NA,Crime drama,NA,1942
Tish,S. Sylvan Simon,NA,Comedy,NA,1942
To Be or Not to Be,Ernst Lubitsch,NA,Screwball comedy,NA,1942
Today I Hang,Oliver Drake,NA,Drama,Producers Releasing Corporation,1942
To the Shores of Tripoli,H. Bruce Humberstone,NA,Romantic drama,20th Century Fox,1942
"Tombstone, the Town Too Tough to Die",William McGann,NA,Western,NA,1942
Too Many Women,Bernard Ray,NA,Comedy,NA,1942
Top Sergeant,Christy Cabanne,NA,War,Universal,1942
Torpedo Boat,John Rawlins,NA,War,Paramount,1942
Tortilla Flat,Victor Fleming,NA,"Comedy, drama",NA,1942
A Tragedy at Midnight,Joseph Santley,NA,Comedy,Republic,1942
Trail Riders,Robert Tansey,NA,Western,NA,1942
Treat 'Em Rough,Ray Taylor,NA,Drama,Universal,1942
True to the Army,Albert S. Rogell,NA,Comedy,NA,1942
Tulips Shall Grow,NA,NA,Animated short,NA,1942
The Tuttles of Tahiti,Charles Vidor,NA,Adventure,RKO,1942
Twin Beds,Tim Whelan,NA,Comedy,NA,1942
Two Yanks in Trinidad,Gregory Ratoff,NA,Spy comedy,Columbia,1942
The Undying Monster,John Brahm,James Ellison,Horror,20th Century Fox,1942
Unseen Enemy,John Rawlins,NA,War,Universal,1942
Valley of Hunted Men,John English,NA,Western,NA,1942
The Vanishing Virginian,Frank Borzage,NA,Musical,MGM,1942
The Wabbit Who Came to Supper,I. Freleng,NA,Animated,Warner Bros.,1942
Wake Island,John Farrow,NA,War drama,Paramount,1942
The War Against Mrs. Hadley,Harold Bucquet,NA,Drama,MGM,1942
We Are the Marines,Louis de Rochemont,NA,War documentary,20th Century Fox,1942
We Were Dancing,Robert Z. Leonard,NA,Comedy,MGM,1942
Western Mail,Robert Tansey,Tom Keene,Western,NA,1942
West of Tombstone,Howard Bretherton,NA,Western,NA,1942
What's Cookin'?,Edward F. Cline,NA,Musical,Universal,1942
Whispering Ghosts,Alfred L. Werker,NA,Comedy,20th Century Fox,1942
White Cargo,Richard Thorpe,NA,Melodrama,MGM,1942
Who Done It?,Erle C. Kenton,Abbott and Costello,Comedy,Universal,1942
Who Is Hope Schuyler?,Thomas Loring,NA,Mystery,20th Century Fox,1942
The Wife Takes a Flyer,Richard Wallace,NA,Romantic comedy,Columbia,1942
Wild Bill Hickok Rides,Ray Enright,NA,Western,Warner Bros.,1942
Wings for the Eagle,Lloyd Bacon,NA,Drama,Warner Bros.,1942
Winning Your Wings,John Huston,NA,Propaganda short,NA,1942
Wild Bill Hickok Rides,Ray Enright,NA,Western,Warner Bros.,1942
Woman of the Year,George Stevens,NA,Romantic comedy,NA,1942
Wood for War,Arthur H. Wolf,NA,Propaganda short,NA,1942
The World at War,Frank Capra,NA,Propaganda short,NA,1942
Wrecking Crew,Frank McDonald,NA,Drama,NA,1942
X Marks the Spot,George Sherman,NA,Drama,Republic,1942
Yankee Doodle Dandy,Michael Curtiz,NA,Biography,NA,1942
A Yank at Eton,Norman Taurog,NA,Drama,MGM,1942
A Yank in Libya,Albert Herman,NA,Spy,NA,1942
The Yanks Are Coming,Alexis Thurn-Taxis,NA,Musical,PRC,1942
Yokel Boy,Joseph Santley,NA,Comedy,Republic,1942
You Can't Escape Forever,Jo Graham,NA,Drama,Warner Bros.,1942
You Were Never Lovelier,William A. Seiter,NA,Musical comedy,Columbia,1942
Youth on Parade,Albert S. Rogell,NA,Musical comedy,Republic,1942
NA,NA,NA,NA,NA,1942
Above Suspicion,Richard Thorpe,NA,Spy,MGM,1943
Action in the North Atlantic,NA,NA,War,Warner Bros.,1943
Adventure in Iraq,D. Ross Lederman,NA,Adventure,NA,1943
The Adventures of a Rookie,Leslie Goodwins,NA,Comedy,RKO,1943
The Adventures of Smilin' Jack,NA,NA,Serial,Universal,1943
Adventures of the Flying Cadets,NA,NA,Serial,Universal,1943
Aerial Gunner,William H. Pine,NA,War,NA,1943
After Midnight with Boston Blackie,Lew Landers,NA,Mystery,Columbia,1943
Air Force,Howard Hawks,NA,Drama,Warner Bros.,1943
Air Raid Wardens,Edward Sedgwick,NA,Comedy,NA,1943
Alaska Highway,Frank McDonald,NA,Drama,NA,1943
The Ape Man,William Beaudine,NA,Science fiction,Monogram,1943
Appointment in Berlin,Alfred E. Green,NA,War drama,Columbia,1943
Around the World,Allan Dwan,NA,Musical comedy,RKO,1943
Autobiography of a 'Jeep',NA,NA,Propaganda,NA,1943
Baby Puss (Tom and Jerry),Hanna-Barbera,NA,NA,MGM,1943
Back from the Front,Jules White,The Three Stooges,NA,Columbia,1943
Background to Danger,Raoul Walsh,NA,Mystery,Warner Bros.,1943
Bar 20,Lesley Selander,NA,Western,NA,1943
Bataan,Tay Garnett,NA,War,MGM,1943
Batman,Lambert Hillyer,NA,Action,Columbia,1943
The Battle of Britain,Frank Capra,NA,Documentary,NA,1943
The Battle of Russia,Frank Capra,NA,Documentary,NA,1943
Best Foot Forward,Edward Buzzell,NA,Musical Comedy,MGM,1943
Black Marketing,William Castle,NA,Propaganda,NA,1943
The Black Raven,Sam Newfield,NA,Suspense,PRC,1943
Bombardier,Richard Wallace,NA,War,RKO,1943
Bomber's Moon,Charles Fuhr,NA,War,20th Century Fox,1943
Border Patrol,Lesley Selander,NA,Western,United Artists,1943
Brazil at War,William Castle,NA,Propaganda,NA,1943
Buckskin Frontier,Lesley Selander,NA,Western,United Artists,1943
Bullets and Saddles,Anthony Marshall,NA,Western,Monogram,1943
Cabin in the Sky,Vincente Minnelli,NA,Musical Comedy,MGM,1943
California Joe,Spencer Bennet,NA,Western,Republic,1943
Calling Dr. Death,Reginald Le Borg,NA,NA,Universal,1943
Captive Wild Woman,Edward Dmytryk,NA,Science fiction,Universal,1943
A Challenge to Democracy,NA,NA,Propaganda,NA,1943
The Chance of a Lifetime,William Castle,NA,Crime Drama,Columbia,1943
Chatterbox,Joseph Santley,NA,Comedy,Republic,1943
Chetniks! The Fighting Guerrillas,Louis King,NA,War,20th Century Fox,1943
China,John Farrow,NA,Drama,NA,1943
Cinderella Swings It,Christy Cabanne,NA,Musical,RKO,1943
City Without Men,Sidney Salkow,NA,Crime Drama,Columbia,1943
Clancy Street Boys,William Beaudine,East Side Kids,NA,NA,1943
Claudia,Edmund Goulding,NA,Comedy,NA,1943
Combat America,NA,Clark Gable,Propaganda,NA,1943
Coney Island,Walter Lang,NA,Musical,Fox,1943
The Constant Nymph,Edmund Goulding,NA,Drama,Warner Bros.,1943
Corregidor,William Nigh,NA,War,NA,1943
Corvette K-225,Richard Rosson,NA,Drama,Universal,1943
Crash Dive,Archie Mayo,NA,War,Fox,1943
Crazy House,Edward Cline,NA,Comedy,NA,1943
Crime Doctor,Michael Gordon,NA,Mystery,Columbia,1943
The Crime Doctor's Strangest Case,Eugene Forde,NA,Mystery,NA,1943
"Cry ""Havoc""",Richard Thorpe,NA,Drama,MGM,1943
The Crystal Ball,Elliott Nugent,NA,Comedy,U.A.,1943
Daffy - The Commando,Friz Freleng,Daffy Duck,NA,NA,1943
The Dancing Masters,Malcolm St. Clair,Laurel and Hardy,Comedy,20th Century Fox,1943
Dangerous Blondes,Leigh Jason,NA,Mystery,Columbia,1943
Daredevils of the West,NA,NA,Serial,Republic,1943
Days of Old Cheyenne,Elmer Clifton,NA,Western,NA,1943
Dead Men Walk,Sam Newfield,NA,Horror,PRC,1943
December 7th,John Ford,NA,Propaganda,NA,1943
The Desert Song,Robert Florey,NA,Musical,Warner Bros.,1943
The Desperadoes,Charles Vidor,NA,Western,Columbia,1943
Destination Tokyo,Delmer Daves,NA,War,Warner Bros.,1943
Destroyer,William A. Seiter,NA,War,Columbia,1943
Dixie,A. Edward Sutherland,NA,NA,Paramount,1943
Dizzy Detectives,Jules White,The Three Stooges,NA,Columbia,1943
Dizzy Pilots,Jules White,The Three Stooges,NA,Columbia,1943
